===== NEW SESSION 2026-04-09 11:33:20 =====
[11:33:44.740] CLEARED
[11:37:16.923] 90
[11:37:16.923] RDY
[11:37:16.951] 90
[11:37:16.951] RDY
[11:37:16.959] 90
[11:37:16.959] RDY
[11:37:16.992] 90
[11:37:16.996] RDY
[11:37:17.010] 90
[11:37:17.010] RDY
[11:37:17.038] 90
[11:37:17.041] RDY
[11:37:17.054] 90
[11:37:17.054] RDY
[11:37:17.062] 90
[11:37:17.062] RDY
[11:37:17.087] 90
[11:37:17.093] RDY
[11:37:17.107] 90
[11:37:17.113] RDY
[11:37:17.113] DONE
[11:37:17.172] RDY
[11:37:17.214] CLEARED
[11:37:17.215] RDY
[11:37:17.231] RDY
[11:37:17.247] RDY
[11:37:17.261] RDY
[11:37:17.269] RDY
[11:37:17.287] RDY
[11:37:17.300] RDY
[11:37:17.317] RDY
[11:37:17.329] RDY
[11:37:17.346] RDY
[11:37:17.354] RDY
[11:37:17.363] RDY
[11:37:17.379] RDY
[11:37:17.388] RDY
[11:37:17.396] RDY
[11:37:17.413] RDY
[11:37:17.422] RDY
[11:37:17.438] RDY
[11:37:17.454] RDY
[11:37:17.463] RDY
[11:37:17.479] RDY
[11:37:17.520] RDY
[11:37:17.529] RDY
[11:37:17.542] RDY
[11:37:17.559] RDY
[11:37:17.574] RDY
[11:37:17.591] RDY
[11:37:17.601] RDY
[11:37:17.609] RDY
[11:37:17.618] RDY
[11:37:17.635] RDY
[11:37:17.652] RDY
[11:37:17.660] RDY
[11:37:17.677] RDY
[11:37:17.685] RDY
[11:37:17.693] RDY
[11:37:17.710] RDY
[11:37:17.726] RDY
[11:37:17.760] RDY
[11:37:17.769] RDY
[11:37:17.778] RDY
[11:37:17.794] RDY
[11:37:17.810] RDY
[11:37:17.819] RDY
[11:37:17.827] RDY
[11:37:17.843] RDY
[11:37:17.852] RDY
[11:37:17.868] RDY
[11:37:17.885] RDY
[11:37:17.893] RDY
[11:37:17.913] RDY
[11:37:17.922] RDY
[11:37:17.930] RDY
[11:37:17.950] RDY
[11:37:17.959] RDY
[11:37:18.000] RDY
[11:37:18.014] RDY
[11:37:18.038] RDY
[11:37:18.047] RDY
[11:37:18.063] RDY
[11:37:18.076] RDY
[11:37:18.084] RDY
[11:37:18.092] RDY
[11:37:18.108] RDY
[11:37:18.124] RDY
[11:37:18.141] RDY
[11:37:18.158] RDY
[11:37:18.170] RDY
[11:37:18.179] RDY
[11:37:18.196] RDY
[11:37:18.213] RDY
[11:37:18.254] RDY
[11:37:18.263] RDY
[11:37:18.284] RDY
[11:37:18.296] RDY
[11:37:18.304] RDY
[11:37:18.320] RDY
[11:37:18.337] RDY
[11:37:18.349] RDY
[11:37:18.365] RDY
[11:37:18.386] RDY
[11:37:18.396] RDY
[11:37:18.404] RDY
[11:37:18.412] RDY
[11:37:18.429] RDY
[11:37:18.445] RDY
[11:37:18.457] RDY
[11:37:18.512] RDY
[11:37:18.523] RDY
[11:37:18.539] RDY
[11:37:18.548] RDY
[11:37:18.564] RDY
[11:37:18.580] RDY
[11:37:18.597] RDY
[11:37:18.610] RDY
[11:37:18.626] RDY
[11:37:18.642] RDY
[11:37:18.663] RDY
[11:37:18.671] RDY
[11:37:18.688] RDY
[11:37:18.701] RDY
[11:37:18.712] RDY
[11:37:18.729] RDY
[11:37:18.745] RDY
[11:37:18.762] RDY
[11:37:18.778] RDY
[11:37:18.787] RDY
[11:37:18.803] RDY
[11:37:18.825] RDY
[11:37:18.841] RDY
[11:37:18.858] RDY
[11:37:18.866] RDY
[11:37:18.885] RDY
[11:37:18.901] RDY
[11:37:18.915] RDY
[11:37:18.926] RDY
[11:37:18.935] RDY
[11:37:18.943] RDY
[11:37:18.959] RDY
[11:37:18.979] RDY
[11:37:19.000] RDY
[11:37:19.001] RDY
[11:37:19.010] RDY
[11:37:19.027] RDY
[11:37:19.040] RDY
[11:37:19.056] RDY
[11:37:19.073] RDY
[11:37:19.089] RDY
[11:37:19.108] RDY
[11:37:19.124] RDY
[11:37:19.145] RDY
[11:37:19.154] RDY
[11:37:19.162] RDY
[11:37:19.173] RDY
[11:37:19.189] RDY
[11:37:19.198] RDY
[11:37:19.215] RDY
[11:37:19.257] RDY
[11:37:19.270] RDY
[11:37:19.286] RDY
[11:37:19.299] RDY
[11:37:19.315] RDY
[11:37:19.324] RDY
[11:37:19.333] RDY
[11:37:19.349] RDY
[11:37:19.366] RDY
[11:37:19.383] RDY
[11:37:19.399] RDY
[11:37:19.412] RDY
[11:37:19.428] RDY
[11:37:19.441] RDY
[11:37:19.475] RDY
[11:37:19.486] RDY
[11:37:19.502] RDY
[11:37:19.510] RDY
[11:37:19.520] RDY
[11:37:19.528] RDY
[11:37:19.545] RDY
[11:37:19.554] RDY
[11:37:19.571] RDY
[11:37:19.587] RDY
[11:37:19.604] RDY
[11:37:19.613] RDY
[11:37:19.629] RDY
[11:37:19.638] RDY
[11:37:19.658] RDY
[11:37:19.670] RDY
[11:37:19.679] RDY
[11:37:19.687] RDY
[11:37:19.696] RDY
[11:37:19.740] RDY
[11:37:19.748] RDY
[11:37:19.764] RDY
[11:37:19.777] RDY
[11:37:19.794] RDY
[11:37:19.802] RDY
[11:37:19.819] RDY
[11:37:19.827] RDY
[11:37:19.844] RDY
[11:37:19.860] RDY
[11:37:19.881] RDY
[11:37:19.892] LOADED 180
[11:37:19.895] OK
[11:37:19.898] RDY
[11:37:19.918] PLAYING
[11:37:19.918] 90
[11:37:19.918] RDY
[11:37:19.926] 90
[11:37:19.927] RDY
[11:37:19.960] 90
[11:37:19.968] RDY
[11:37:19.968] 90
[11:37:19.968] RDY
[11:37:19.991] 90
[11:37:19.999] RDY
[11:37:20.009] 90
[11:37:20.010] RDY
[11:37:20.026] 90
[11:37:20.026] RDY
[11:37:20.050] 90
[11:37:20.054] RDY
[11:37:20.067] 90
[11:37:20.082] RDY
[11:37:20.099] 90
[11:37:20.103] RDY
[11:37:20.128] 90
[11:37:20.129] RDY
[11:37:20.129] 90
[11:37:20.129] RDY
[11:37:20.155] 90
[11:37:20.159] RDY
[11:37:20.177] 90
[11:37:20.182] RDY
[11:37:20.199] 90
[11:37:20.200] RDY
[11:37:20.214] 90
[11:37:20.218] RDY
[11:37:20.230] 90
[11:37:20.235] RDY
[11:37:20.251] 90
[11:37:20.251] RDY
[11:37:20.280] 90
[11:37:20.280] RDY
[11:37:20.285] 90
[11:37:20.286] RDY
[11:37:20.310] 90
[11:37:20.313] RDY
[11:37:20.328] 90
[11:37:20.331] RDY
[11:37:20.358] 90
[11:37:20.366] RDY
[11:37:20.385] 90
[11:37:20.385] RDY
[11:37:20.396] 90
[11:37:20.399] RDY
[11:37:20.408] 90
[11:37:20.408] RDY
[11:37:20.424] 90
[11:37:20.433] RDY
[11:37:20.457] 90
[11:37:20.461] RDY
[11:37:20.465] 90
[11:37:20.471] RDY
[11:37:20.488] 90
[11:37:20.494] RDY
[11:37:20.520] 90
[11:37:20.525] RDY
[11:37:20.543] 90
[11:37:20.544] RDY
[11:37:20.552] 90
[11:37:20.552] RDY
[11:37:20.568] 90
[11:37:20.568] RDY
[11:37:20.584] 90
[11:37:20.589] RDY
[11:37:20.608] 90
[11:37:20.608] RDY
[11:37:20.633] 90
[11:37:20.636] RDY
[11:37:20.647] 90
[11:37:20.651] RDY
[11:37:20.675] 90
[11:37:20.680] RDY
[11:37:20.698] 90
[11:37:20.702] RDY
[11:37:20.721] 90
[11:37:20.721] RDY
[11:37:20.737] 90
[11:37:20.737] RDY
[11:37:20.751] 90
[11:37:20.756] RDY
[11:37:20.764] 90
[11:37:20.766] RDY
[11:37:20.790] 90
[11:37:20.794] RDY
[11:37:20.807] 90
[11:37:20.807] RDY
[11:37:20.832] 90
[11:37:20.837] RDY
[11:37:20.852] 90
[11:37:20.859] RDY
[11:37:20.867] 90
[11:37:20.867] RDY
[11:37:20.911] 90
[11:37:20.912] RDY
[11:37:20.916] 90
[11:37:20.917] RDY
[11:37:20.925] 90
[11:37:20.927] RDY
[11:37:20.960] 90
[11:37:20.960] RDY
[11:37:20.965] 90
[11:37:20.966] RDY
[11:37:20.992] 90
[11:37:20.995] RDY
[11:37:21.009] 90
[11:37:21.009] RDY
[11:37:21.039] 90
[11:37:21.045] RDY
[11:37:21.054] 90
[11:37:21.055] RDY
[11:37:21.079] 90
[11:37:21.079] RDY
[11:37:21.096] 90
[11:37:21.099] RDY
[11:37:21.104] 90
[11:37:21.114] RDY
[11:37:21.127] 90
[11:37:21.144] RDY
[11:37:21.165] 90
[11:37:21.165] RDY
[11:37:21.171] 90
[11:37:21.171] RDY
[11:37:21.187] 90
[11:37:21.187] RDY
[11:37:21.206] 90
[11:37:21.209] RDY
[11:37:21.228] 90
[11:37:21.232] RDY
[11:37:21.256] 90
[11:37:21.260] RDY
[11:37:21.268] 90
[11:37:21.270] RDY
[11:37:21.294] 90
[11:37:21.294] RDY
[11:37:21.310] 90
[11:37:21.311] RDY
[11:37:21.332] 90
[11:37:21.332] RDY
[11:37:21.348] 90
[11:37:21.348] RDY
[11:37:21.374] 90
[11:37:21.374] RDY
[11:37:21.392] 90
[11:37:21.392] RDY
[11:37:21.408] 90
[11:37:21.411] RDY
[11:37:21.431] 90
[11:37:21.431] RDY
[11:37:21.447] 90
[11:37:21.462] RDY
[11:37:21.464] 90
[11:37:21.473] RDY
[11:37:21.494] 90
[11:37:21.494] RDY
[11:37:21.510] 90
[11:37:21.513] RDY
[11:37:21.526] 90
[11:37:21.526] RDY
[11:37:21.551] 90
[11:37:21.555] RDY
[11:37:21.566] 90
[11:37:21.570] RDY
[11:37:21.594] 90
[11:37:21.594] RDY
[11:37:21.624] 90
[11:37:21.631] RDY
[11:37:21.639] 90
[11:37:21.643] RDY
[11:37:21.651] 90
[11:37:21.651] RDY
[11:37:21.686] 90
[11:37:21.687] RDY
[11:37:21.687] 90
[11:37:21.692] RDY
[11:37:21.716] 90
[11:37:21.720] RDY
[11:37:21.722] 90
[11:37:21.730] RDY
[11:37:21.747] 90
[11:37:21.747] RDY
[11:37:21.783] 90
[11:37:21.787] RDY
[11:37:21.795] 90
[11:37:21.795] RDY
[11:37:21.811] 90
[11:37:21.811] RDY
[11:37:21.827] 90
[11:37:21.828] RDY
[11:37:21.852] 90
[11:37:21.852] RDY
[11:37:21.894] 90
[11:37:21.897] RDY
[11:37:21.897] 90
[11:37:21.897] RDY
[11:37:21.922] 90
[11:37:21.924] RDY
[11:37:21.928] 90
[11:37:21.931] RDY
[11:37:21.952] 90
[11:37:21.952] RDY
[11:37:21.969] 90
[11:37:21.974] RDY
[11:37:21.992] 90
[11:37:21.997] RDY
[11:37:22.016] 90
[11:37:22.016] RDY
[11:37:22.043] 90
[11:37:22.048] RDY
[11:37:22.048] 90
[11:37:22.048] RDY
[11:37:22.073] 90
[11:37:22.078] RDY
[11:37:22.102] 90
[11:37:22.102] RDY
[11:37:22.110] 90
[11:37:22.114] RDY
[11:37:22.139] 90
[11:37:22.140] RDY
[11:37:22.148] 90
[11:37:22.148] RDY
[11:37:22.164] 90
[11:37:22.181] RDY
[11:37:22.187] 90
[11:37:22.191] RDY
[11:37:22.214] 90
[11:37:22.214] RDY
[11:37:22.230] 90
[11:37:22.234] RDY
[11:37:22.251] 90
[11:37:22.256] RDY
[11:37:22.273] 90
[11:37:22.273] RDY
[11:37:22.289] 90
[11:37:22.293] RDY
[11:37:22.315] 90
[11:37:22.315] RDY
[11:37:22.339] 90
[11:37:22.342] RDY
[11:37:22.345] 90
[11:37:22.361] RDY
[11:37:22.370] 90
[11:37:22.371] RDY
[11:37:22.388] 90
[11:37:22.393] RDY
[11:37:22.416] 90
[11:37:22.416] RDY
[11:37:22.441] 90
[11:37:22.445] RDY
[11:37:22.463] 90
[11:37:22.463] RDY
[11:37:22.479] 90
[11:37:22.479] RDY
[11:37:22.498] 90
[11:37:22.501] RDY
[11:37:22.519] 90
[11:37:22.521] RDY
[11:37:22.530] 90
[11:37:22.530] RDY
[11:37:22.547] 90
[11:37:22.552] RDY
[11:37:22.570] 90
[11:37:22.570] RDY
[11:37:22.591] 90
[11:37:22.592] RDY
[11:37:22.625] 90
[11:37:22.627] RDY
[11:37:22.636] 90
[11:37:22.636] RDY
[11:37:22.660] 90
[11:37:22.664] RDY
[11:37:22.672] 90
[11:37:22.681] RDY
[11:37:22.698] 90
[11:37:22.698] RDY
[11:37:22.713] 90
[11:37:22.719] RDY
[11:37:22.728] 90
[11:37:22.732] RDY
[11:37:22.758] 90
[11:37:22.761] RDY
[11:37:22.775] 90
[11:37:22.775] RDY
[11:37:22.792] 90
[11:37:22.792] RDY
[11:37:22.809] 90
[11:37:22.813] RDY
[11:37:22.833] 90
[11:37:22.836] RDY
[11:37:22.861] 90
[11:37:22.864] RDY
[11:37:22.870] 90
[11:37:22.870] RDY
[11:37:22.893] 90
[11:37:22.893] RDY
[11:37:22.910] 90
[11:37:22.914] RDY
[11:37:22.938] 90
[11:37:22.939] RDY
[11:37:22.947] 90
[11:37:22.947] RDY
[11:37:22.972] 90
[11:37:22.974] RDY
[11:37:22.995] 90
[11:37:22.995] RDY
[11:37:23.011] 90
[11:37:23.012] RDY
[11:37:23.030] 90
[11:37:23.030] RDY
[11:37:23.054] 90
[11:37:23.055] RDY
[11:37:23.070] 90
[11:37:23.073] RDY
[11:37:23.102] 90
[11:37:23.102] RDY
[11:37:23.120] 90
[11:37:23.124] RDY
[11:37:23.147] 90
[11:37:23.148] RDY
[11:37:23.148] 90
[11:37:23.148] RDY
[11:37:23.277] 90
[11:37:23.282] RDY
[11:37:23.282] 90
[11:37:23.285] RDY
[11:37:23.285] 90
[11:37:23.285] RDY
[11:37:23.285] 90
[11:37:23.310] RDY
[11:37:23.310] 90
[11:37:23.310] RDY
[11:37:23.310] 90
[11:37:23.319] RDY
[11:37:23.319] 90
[11:37:23.319] RDY
[11:37:23.319] 90
[11:37:23.319] RDY
[11:37:23.334] 90
[11:37:23.337] RDY
[11:37:23.364] 90
[11:37:23.364] RDY
[11:37:23.379] 90
[11:37:23.383] RDY
[11:37:23.389] 90
[11:37:23.389] RDY
[11:37:23.409] 90
[11:37:23.425] RDY
[11:37:23.440] 90
[11:37:23.442] RDY
[11:37:23.450] 90
[11:37:23.450] RDY
[11:37:23.479] 90
[11:37:23.486] RDY
[11:37:23.495] 90
[11:37:23.495] RDY
[11:37:23.495] DONE
[11:37:23.568] RDY
[11:37:23.592] CLEARED
[11:37:23.593] RDY
[11:37:23.617] RDY
[11:37:23.632] RDY
[11:37:23.646] RDY
[11:37:23.661] RDY
[11:37:23.675] RDY
[11:37:23.692] RDY
[11:37:23.700] RDY
[11:37:23.709] RDY
[11:37:23.725] RDY
[11:37:23.737] RDY
[11:37:23.753] RDY
[11:37:23.769] RDY
[11:37:23.790] RDY
[11:37:23.818] RDY
[11:37:23.827] RDY
[11:37:23.844] RDY
[11:37:23.860] RDY
[11:37:23.868] RDY
[11:37:23.881] RDY
[11:37:23.898] RDY
[11:37:23.906] RDY
[11:37:23.922] RDY
[11:37:23.939] RDY
[11:37:23.955] RDY
[11:37:23.978] RDY
[11:37:23.986] RDY
[11:37:23.995] RDY
[11:37:24.005] RDY
[11:37:24.021] RDY
[11:37:24.037] RDY
[11:37:24.048] RDY
[11:37:24.065] RDY
[11:37:24.081] RDY
[11:37:24.103] RDY
[11:37:24.112] RDY
[11:37:24.128] RDY
[11:37:24.144] RDY
[11:37:24.164] RDY
[11:37:24.172] RDY
[11:37:24.189] RDY
[11:37:24.197] RDY
[11:37:24.205] RDY
[11:37:24.217] RDY
[11:37:24.237] RDY
[11:37:24.246] RDY
[11:37:24.262] RDY
[11:37:24.278] RDY
[11:37:24.298] RDY
[11:37:24.307] RDY
[11:37:24.323] RDY
[11:37:24.340] RDY
[11:37:24.356] RDY
[11:37:24.376] RDY
[11:37:24.384] RDY
[11:37:24.401] RDY
[11:37:24.421] RDY
[11:37:24.430] RDY
[11:37:24.446] RDY
[11:37:24.462] RDY
[11:37:24.479] RDY
[11:37:24.494] RDY
[11:37:24.540] RDY
[11:37:24.563] RDY
[11:37:24.572] RDY
[11:37:24.588] RDY
[11:37:24.596] RDY
[11:37:24.612] RDY
[11:37:24.628] RDY
[11:37:24.649] RDY
[11:37:24.659] RDY
[11:37:24.670] RDY
[11:37:24.680] RDY
[11:37:24.689] RDY
[11:37:24.697] RDY
[11:37:24.706] RDY
[11:37:24.722] RDY
[11:37:24.742] RDY
[11:37:24.777] RDY
[11:37:24.785] RDY
[11:37:24.802] RDY
[11:37:24.818] RDY
[11:37:24.826] RDY
[11:37:24.842] RDY
[11:37:24.858] RDY
[11:37:24.879] RDY
[11:37:24.895] RDY
[11:37:24.915] RDY
[11:37:24.931] RDY
[11:37:24.949] RDY
[11:37:24.963] RDY
[11:37:24.972] RDY
[11:37:24.991] RDY
[11:37:24.999] RDY
[11:37:25.016] RDY
[11:37:25.032] RDY
[11:37:25.041] RDY
[11:37:25.050] RDY
[11:37:25.058] RDY
[11:37:25.070] RDY
[11:37:25.087] RDY
[11:37:25.103] RDY
[11:37:25.120] RDY
[11:37:25.136] RDY
[11:37:25.144] RDY
[11:37:25.165] RDY
[11:37:25.174] RDY
[11:37:25.190] RDY
[11:37:25.200] RDY
[11:37:25.216] RDY
[11:37:25.257] RDY
[11:37:25.265] RDY
[11:37:25.273] RDY
[11:37:25.285] RDY
[11:37:25.297] RDY
[11:37:25.313] RDY
[11:37:25.329] RDY
[11:37:25.346] RDY
[11:37:25.362] RDY
[11:37:25.379] RDY
[11:37:25.399] RDY
[11:37:25.408] RDY
[11:37:25.425] RDY
[11:37:25.441] RDY
[11:37:25.457] RDY
[11:37:25.499] RDY
[11:37:25.513] RDY
[11:37:25.530] RDY
[11:37:25.546] RDY
[11:37:25.561] RDY
[11:37:25.580] RDY
[11:37:25.597] RDY
[11:37:25.614] RDY
[11:37:25.626] RDY
[11:37:25.643] RDY
[11:37:25.660] RDY
[11:37:25.669] RDY
[11:37:25.685] RDY
[11:37:25.698] RDY
[11:37:25.714] RDY
[11:37:25.739] RDY
[11:37:25.747] RDY
[11:37:25.763] RDY
[11:37:25.772] RDY
[11:37:25.788] RDY
[11:37:25.805] RDY
[11:37:25.821] RDY
[11:37:25.834] RDY
[11:37:25.842] RDY
[11:37:25.859] RDY
[11:37:25.879] RDY
[11:37:25.887] RDY
[11:37:25.904] RDY
[11:37:25.924] RDY
[11:37:25.933] RDY
[11:37:25.941] RDY
[11:37:25.984] RDY
[11:37:25.997] RDY
[11:37:26.013] RDY
[11:37:26.029] RDY
[11:37:26.042] RDY
[11:37:26.058] RDY
[11:37:26.076] RDY
[11:37:26.093] RDY
[11:37:26.103] RDY
[11:37:26.123] RDY
[11:37:26.132] RDY
[11:37:26.148] RDY
[11:37:26.168] RDY
[11:37:26.189] RDY
[11:37:26.220] RDY
[11:37:26.229] RDY
[11:37:26.242] RDY
[11:37:26.258] RDY
[11:37:26.274] RDY
[11:37:26.295] RDY
[11:37:26.311] RDY
[11:37:26.328] RDY
[11:37:26.345] RDY
[11:37:26.358] RDY
[11:37:26.366] RDY
[11:37:26.383] LOADED 180
[11:37:26.387] OK
[11:37:26.390] RDY
[11:37:26.401] PLAYING
[11:37:26.401] 90
[11:37:26.409] RDY
[11:37:26.417] 90
[11:37:26.417] RDY
[11:37:26.461] 90
[11:37:26.461] RDY
[11:37:26.461] 90
[11:37:26.461] RDY
[11:37:26.481] 90
[11:37:26.481] RDY
[11:37:26.513] 90
[11:37:26.513] RDY
[11:37:26.521] 90
[11:37:26.521] RDY
[11:37:26.539] 90
[11:37:26.542] RDY
[11:37:26.556] 90
[11:37:26.560] RDY
[11:37:26.581] 90
[11:37:26.581] RDY
[11:37:26.608] 90
[11:37:26.608] RDY
[11:37:26.633] 90
[11:37:26.633] RDY
[11:37:26.649] 90
[11:37:26.650] RDY
[11:37:26.658] 90
[11:37:26.658] RDY
[11:37:26.690] 90
[11:37:26.695] RDY
[11:37:26.708] 90
[11:37:26.709] RDY
[11:37:26.719] 90
[11:37:26.727] RDY
[11:37:26.743] 90
[11:37:26.748] RDY
[11:37:26.771] 90
[11:37:26.771] RDY
[11:37:26.780] 90
[11:37:26.780] RDY
[11:37:26.816] 90
[11:37:26.816] RDY
[11:37:26.832] 90
[11:37:26.832] RDY
[11:37:26.853] 90
[11:37:26.858] RDY
[11:37:26.860] 90
[11:37:26.860] RDY
[11:37:26.883] 90
[11:37:26.883] RDY
[11:37:26.899] 90
[11:37:26.905] RDY
[11:37:26.938] 90
[11:37:26.940] RDY
[11:37:26.940] 90
[11:37:26.940] RDY
[11:37:26.964] 90
[11:37:26.965] RDY
[11:37:26.979] 90
[11:37:26.981] RDY
[11:37:26.997] 90
[11:37:26.997] RDY
[11:37:27.023] 90
[11:37:27.023] RDY
[11:37:27.039] 90
[11:37:27.040] RDY
[11:37:27.064] 90
[11:37:27.067] RDY
[11:37:27.092] 90
[11:37:27.092] RDY
[11:37:27.104] 90
[11:37:27.104] RDY
[11:37:27.126] 90
[11:37:27.126] RDY
[11:37:27.151] 90
[11:37:27.151] RDY
[11:37:27.167] 90
[11:37:27.172] RDY
[11:37:27.180] 90
[11:37:27.180] RDY
[11:37:27.210] 90
[11:37:27.214] RDY
[11:37:27.231] 90
[11:37:27.236] RDY
[11:37:27.245] 90
[11:37:27.245] RDY
[11:37:27.261] 90
[11:37:27.266] RDY
[11:37:27.286] 90
[11:37:27.289] RDY
[11:37:27.298] 90
[11:37:27.298] RDY
[11:37:27.329] 90
[11:37:27.329] RDY
[11:37:27.338] 90
[11:37:27.338] RDY
[11:37:27.369] 90
[11:37:27.373] RDY
[11:37:27.379] 90
[11:37:27.379] RDY
[11:37:27.413] 90
[11:37:27.416] RDY
[11:37:27.427] 90
[11:37:27.431] RDY
[11:37:27.442] 90
[11:37:27.442] RDY
[11:37:27.459] 90
[11:37:27.459] RDY
[11:37:27.478] 90
[11:37:27.482] RDY
[11:37:27.499] 90
[11:37:27.499] RDY
[11:37:27.532] 90
[11:37:27.536] RDY
[11:37:27.546] 90
[11:37:27.546] RDY
[11:37:27.562] 90
[11:37:27.566] RDY
[11:37:27.588] 90
[11:37:27.590] RDY
[11:37:27.605] 90
[11:37:27.607] RDY
[11:37:27.622] 90
[11:37:27.622] RDY
[11:37:27.655] 90
[11:37:27.655] RDY
[11:37:27.664] 90
[11:37:27.664] RDY
[11:37:27.680] 90
[11:37:27.684] RDY
[11:37:27.703] 90
[11:37:27.707] RDY
[11:37:27.732] 90
[11:37:27.738] RDY
[11:37:27.770] 90
[11:37:27.770] RDY
[11:37:27.770] 90
[11:37:27.777] RDY
[11:37:27.777] 90
[11:37:27.782] RDY
[11:37:27.797] 90
[11:37:27.809] RDY
[11:37:27.822] 90
[11:37:27.822] RDY
[11:37:27.838] 90
[11:37:27.843] RDY
[11:37:27.861] 90
[11:37:27.866] RDY
[11:37:27.883] 90
[11:37:27.883] RDY
[11:37:27.899] 90
[11:37:27.903] RDY
[11:37:27.928] 90
[11:37:27.928] RDY
[11:37:27.946] 90
[11:37:27.950] RDY
[11:37:27.971] 90
[11:37:27.971] RDY
[11:37:27.979] 90
[11:37:27.979] RDY
[11:37:28.015] 90
[11:37:28.021] RDY
[11:37:28.021] 90
[11:37:28.021] RDY
[11:37:28.046] 90
[11:37:28.051] RDY
[11:37:28.075] 90
[11:37:28.079] RDY
[11:37:28.079] 90
[11:37:28.079] RDY
[11:37:28.112] 90
[11:37:28.112] RDY
[11:37:28.124] 90
[11:37:28.128] RDY
[11:37:28.145] 90
[11:37:28.146] RDY
[11:37:28.161] 90
[11:37:28.165] RDY
[11:37:28.178] 90
[11:37:28.178] RDY
[11:37:28.209] 90
[11:37:28.213] RDY
[11:37:28.223] 90
[11:37:28.231] RDY
[11:37:28.239] 90
[11:37:28.239] RDY
[11:37:28.280] 90
[11:37:28.281] RDY
[11:37:28.281] 90
[11:37:28.281] RDY
[11:37:28.306] 90
[11:37:28.310] RDY
[11:37:28.326] 90
[11:37:28.334] RDY
[11:37:28.342] 90
[11:37:28.342] RDY
[11:37:28.359] 90
[11:37:28.363] RDY
[11:37:28.385] 90
[11:37:28.389] RDY
[11:37:28.415] 90
[11:37:28.419] RDY
[11:37:28.420] 90
[11:37:28.423] RDY
[11:37:28.442] 90
[11:37:28.442] RDY
[11:37:28.474] 90
[11:37:28.479] RDY
[11:37:28.487] 89
[11:37:28.487] RDY
[11:37:28.503] 88
[11:37:28.503] RDY
[11:37:28.520] 87
[11:37:28.524] RDY
[11:37:28.542] 86
[11:37:28.542] RDY
[11:37:28.566] 85
[11:37:28.573] RDY
[11:37:28.592] 84
[11:37:28.594] RDY
[11:37:28.602] 83
[11:37:28.602] RDY
[11:37:28.634] 82
[11:37:28.640] RDY
[11:37:28.646] 81
[11:37:28.649] RDY
[11:37:28.657] 80
[11:37:28.657] RDY
[11:37:28.693] 79
[11:37:28.699] RDY
[11:37:28.707] 78
[11:37:28.709] RDY
[11:37:28.730] 77
[11:37:28.734] RDY
[11:37:28.745] 76
[11:37:28.745] RDY
[11:37:28.770] 75
[11:37:28.770] RDY
[11:37:28.796] 74
[11:37:28.802] RDY
[11:37:28.810] 73
[11:37:28.812] RDY
[11:37:28.820] 72
[11:37:28.820] RDY
[11:37:28.839] 71
[11:37:28.839] RDY
[11:37:28.863] 70
[11:37:28.868] RDY
[11:37:28.890] 69
[11:37:28.893] RDY
[11:37:28.901] 68
[11:37:28.901] RDY
[11:37:28.926] 67
[11:37:28.939] RDY
[11:37:28.941] 66
[11:37:28.944] RDY
[11:37:28.972] 65
[11:37:28.974] RDY
[11:37:28.982] 64
[11:37:28.982] RDY
[11:37:28.998] 63
[11:37:29.008] RDY
[11:37:29.025] 62
[11:37:29.025] RDY
[11:37:29.058] 61
[11:37:29.058] RDY
[11:37:29.058] 60
[11:37:29.064] RDY
[11:37:29.078] 59
[11:37:29.078] RDY
[11:37:29.100] 58
[11:37:29.105] RDY
[11:37:29.123] 57
[11:37:29.127] RDY
[11:37:29.151] 56
[11:37:29.153] RDY
[11:37:29.161] 55
[11:37:29.161] RDY
[11:37:29.178] 54
[11:37:29.186] RDY
[11:37:29.202] 53
[11:37:29.205] RDY
[11:37:29.213] 52
[11:37:29.221] RDY
[11:37:29.242] 51
[11:37:29.242] RDY
[11:37:29.265] 50
[11:37:29.265] RDY
[11:37:29.281] 49
[11:37:29.281] RDY
[11:37:29.316] 48
[11:37:29.319] RDY
[11:37:29.327] 47
[11:37:29.327] RDY
[11:37:29.344] 46
[11:37:29.355] RDY
[11:37:29.359] 45
[11:37:29.362] RDY
[11:37:29.387] 46
[11:37:29.387] RDY
[11:37:29.404] 47
[11:37:29.408] RDY
[11:37:29.426] 48
[11:37:29.426] RDY
[11:37:29.450] 49
[11:37:29.450] RDY
[11:37:29.466] 50
[11:37:29.470] RDY
[11:37:29.482] 51
[11:37:29.482] RDY
[11:37:29.508] 52
[11:37:29.512] RDY
[11:37:29.529] 53
[11:37:29.529] RDY
[11:37:29.545] 54
[11:37:29.545] RDY
[11:37:29.562] 55
[11:37:29.567] RDY
[11:37:29.586] 56
[11:37:29.586] RDY
[11:37:29.603] 57
[11:37:29.603] RDY
[11:37:29.636] 58
[11:37:29.643] RDY
[11:37:29.649] 59
[11:37:29.651] RDY
[11:37:29.665] 60
[11:37:29.665] RDY
[11:37:29.688] 61
[11:37:29.688] RDY
[11:37:29.706] 62
[11:37:29.706] RDY
[11:37:29.723] 63
[11:37:29.726] RDY
[11:37:29.744] 64
[11:37:29.748] RDY
[11:37:29.776] 65
[11:37:29.779] RDY
[11:37:29.779] 66
[11:37:29.783] RDY
[11:37:29.808] 67
[11:37:29.808] RDY
[11:37:29.825] 68
[11:37:29.829] RDY
